CustomerID,Recency,Frequency,Monetary,Country,Cluster,Segment
12402.0,323,1,225.6,Belgium,2,Potential
12403.0,50,2,409.7,Denmark,1,Loyal
12405.0,149,1,1710.39,Finland,2,Potential
12406.0,22,3,3280.75,Denmark,1,Loyal
12407.0,50,5,1708.1200000000001,Belgium,1,Loyal
12408.0,33,9,2842.57,Belgium,1,Loyal
12409.0,79,7,11056.93,Switzerland,1,Loyal
12410.0,301,3,681.0799999999999,Switzerland,2,Potential
12412.0,75,3,1226.88,Denmark,1,Loyal
12413.0,67,5,694.15,France,1,Loyal
12414.0,217,3,562.41,Austria,2,Potential
12415.0,24,26,123725.45,Australia,3,At Risk
12417.0,3,12,3578.8,Belgium,1,Loyal
12417.0,3,12,3578.8,Spain,1,Loyal
12418.0,113,1,668.58,Switzerland,1,Loyal
12420.0,64,1,600.39,Cyprus,1,Loyal
12421.0,16,5,806.27,Spain,1,Loyal
12422.0,96,3,803.5600000000001,Australia,1,Loyal
12422.0,96,3,803.5600000000001,Switzerland,1,Loyal
12423.0,1,9,1849.11,Belgium,1,Loyal
12424.0,163,2,1760.96,Australia,2,Potential
12425.0,78,1,777.2,Portugal,1,Loyal
12426.0,195,1,582.73,Germany,2,Potential
12427.0,12,5,708.37,Germany,1,Loyal
12428.0,26,12,7877.2,Finland,1,Loyal
12429.0,9,4,3750.4,Denmark,1,Loyal
12429.0,9,4,3750.4,Austria,1,Loyal
12430.0,43,1,256.4,Norway,1,Loyal
12431.0,36,18,6416.39,Australia,0,Champions
12431.0,36,18,6416.39,Belgium,0,Champions
12432.0,43,5,5059.32,Norway,1,Loyal
12433.0,1,7,13375.87,Norway,1,Loyal
12434.0,85,4,765.19,Australia,1,Loyal
12435.0,80,2,7829.89,Denmark,1,Loyal
12436.0,100,1,509.01,Norway,1,Loyal
12437.0,2,19,4896.66,France,0,Champions
12438.0,14,2,2906.85,Norway,1,Loyal
12441.0,367,1,173.55,France,2,Potential
12442.0,3,1,172.06,Spain,1,Loyal
12444.0,21,5,5005.46,Norway,1,Loyal
12445.0,22,1,133.4,Spain,1,Loyal
12446.0,58,1,1002.3100000000001,RSA,1,Loyal
12447.0,243,1,476.49,Belgium,2,Potential
12448.0,44,1,449.45,Spain,1,Loyal
12449.0,22,4,4067.29,Belgium,1,Loyal
12450.0,156,2,197.88,Spain,2,Potential
12451.0,11,6,8933.52,Switzerland,1,Loyal
12452.0,17,3,428.57,Switzerland,1,Loyal
12453.0,134,1,707.09,Austria,1,Loyal
12454.0,53,2,5.684341886080802e-14,Spain,1,Loyal
12455.0,73,6,2466.86,Cyprus,1,Loyal
12455.0,73,6,2466.86,Spain,1,Loyal
12456.0,44,4,3153.89,Switzerland,1,Loyal
12457.0,58,12,1917.78,Switzerland,1,Loyal
12457.0,58,12,1917.78,Cyprus,1,Loyal
12458.0,71,2,947.4,Switzerland,1,Loyal
12461.0,94,2,826.88,Switzerland,1,Loyal
12462.0,2,4,1124.01,Spain,1,Loyal
12463.0,46,7,1303.63,Belgium,1,Loyal
12464.0,10,8,1212.05,Belgium,1,Loyal
12465.0,8,3,733.89,Belgium,1,Loyal
12468.0,143,3,724.0400000000001,Germany,1,Loyal
12471.0,2,49,18740.92,Germany,0,Champions
12472.0,31,13,6229.48,Germany,1,Loyal
12473.0,29,9,2848.23,Germany,1,Loyal
12474.0,17,30,7116.47,Germany,0,Champions
12475.0,54,1,723.38,Germany,1,Loyal
12476.0,1,20,6546.58,Germany,0,Champions
12477.0,23,9,13117.01,Germany,1,Loyal
12478.0,4,1,680.99,Greece,1,Loyal
12479.0,4,3,477.3,Germany,1,Loyal
12480.0,28,4,3281.63,Germany,1,Loyal
12481.0,23,11,5590.86,Germany,1,Loyal
12483.0,17,13,2327.13,Sweden,1,Loyal
12484.0,33,8,4495.27,Spain,1,Loyal
12488.0,10,3,1298.66,France,1,Loyal
12489.0,336,1,334.93,France,2,Potential
12490.0,5,10,5417.93,France,1,Loyal
12491.0,39,1,460.40000000000003,France,1,Loyal
12492.0,63,2,263.21000000000004,Germany,1,Loyal
12493.0,166,3,416.79,France,2,Potential
12494.0,10,13,1139.3500000000001,France,1,Loyal
12497.0,82,1,1043.1,Germany,1,Loyal
12498.0,21,3,403.70000000000005,Germany,1,Loyal
12500.0,23,13,4206.27,Germany,1,Loyal
12501.0,315,2,2089.68,Germany,2,Potential
12502.0,96,5,3723.87,Spain,1,Loyal
12503.0,338,1,-1126.0,Spain,2,Potential
12504.0,18,4,114.0,Germany,1,Loyal
12505.0,301,1,-4.5,Italy,2,Potential
12506.0,233,1,73.5,France,2,Potential
12507.0,134,4,1258.06,Spain,1,Loyal
12508.0,26,2,398.27,France,1,Loyal
12509.0,284,1,176.5,France,2,Potential
12510.0,143,2,982.5699999999999,Spain,1,Loyal
12512.0,66,2,138.03,Israel,1,Loyal
12513.0,85,2,586.79,France,1,Loyal
12514.0,267,1,1017.68,Italy,2,Potential
12515.0,353,1,383.7,Italy,2,Potential
12516.0,78,2,1312.06,Germany,1,Loyal
12517.0,28,6,2464.89,Germany,1,Loyal
12518.0,1,5,2056.89,Germany,1,Loyal
12519.0,64,1,340.84,Germany,1,Loyal
12520.0,79,6,2582.51,Germany,1,Loyal
12521.0,143,1,599.68,Germany,2,Potential
12522.0,39,2,192.72,Germany,1,Loyal
12523.0,2,13,1745.57,France,1,Loyal
12524.0,9,8,4485.72,Germany,1,Loyal
12526.0,1,3,1316.66,Germany,1,Loyal
12527.0,82,3,348.71000000000004,Germany,1,Loyal
12528.0,9,8,1922.28,Germany,1,Loyal
12530.0,60,5,1623.63,Germany,1,Loyal
12531.0,15,1,125.22,Germany,1,Loyal
12532.0,30,1,349.83000000000004,France,1,Loyal
12534.0,131,1,1089.18,Germany,1,Loyal
12535.0,92,2,716.35,France,1,Loyal
12536.0,8,5,4106.82,France,1,Loyal
12538.0,29,1,363.95,Spain,1,Loyal
12539.0,22,5,3852.5,Spain,1,Loyal
12540.0,20,19,13309.039999999999,Spain,0,Champions
12541.0,30,3,981.18,Spain,1,Loyal
12544.0,30,2,355.7,Spain,1,Loyal
12545.0,75,2,1000.39,Spain,1,Loyal
12546.0,47,3,1141.5,Spain,1,Loyal
12547.0,198,2,207.79999999999998,Spain,2,Potential
12548.0,166,1,95.19999999999999,Spain,2,Potential
12550.0,79,1,964.83,Spain,1,Loyal
12551.0,358,1,168.0,Spain,2,Potential
12552.0,39,2,437.82,Italy,1,Loyal
12553.0,8,14,3652.25,France,1,Loyal
12556.0,50,2,603.71,Spain,1,Loyal
12557.0,16,5,11990.960000000001,Spain,1,Loyal
12558.0,2,2,1.0658141036401503e-14,USA,1,Loyal
12559.0,311,3,536.21,Germany,2,Potential
12560.0,5,4,2101.39,Germany,1,Loyal
12561.0,303,1,238.85,Germany,2,Potential
12562.0,8,7,3781.7400000000002,France,1,Loyal
12564.0,261,1,456.9,France,2,Potential
12565.0,282,2,131.17,Saudi Arabia,2,Potential
12566.0,73,2,346.7,Germany,1,Loyal
12567.0,23,11,9114.94,France,1,Loyal
12569.0,2,35,4064.9900000000002,Germany,0,Champions
12571.0,40,2,519.61,France,1,Loyal
12572.0,9,3,1004.72,Germany,1,Loyal
12573.0,227,1,160.54000000000002,France,2,Potential
12574.0,316,1,218.45,France,2,Potential
12576.0,36,6,1306.98,Poland,1,Loyal
12577.0,35,4,595.4,France,1,Loyal
12578.0,21,4,2753.36,Italy,1,Loyal
12579.0,73,3,410.72,France,1,Loyal
12580.0,247,1,415.7,Germany,2,Potential
12581.0,40,1,197.71,Germany,1,Loyal
12582.0,239,2,511.36,Finland,2,Potential
12583.0,3,18,7187.34,France,0,Champions
12584.0,4,18,1893.95,Italy,1,Loyal
12585.0,234,4,1982.81,Germany,2,Potential
12586.0,17,2,179.94000000000003,Italy,1,Loyal
12587.0,8,1,144.0,Finland,1,Loyal
12588.0,39,1,214.89999999999998,Finland,1,Loyal
12589.0,29,2,646.68,France,1,Loyal
12590.0,190,3,9861.38,Germany,2,Potential
12591.0,317,1,452.84999999999997,Italy,2,Potential
12592.0,92,2,437.6,Germany,1,Loyal
12593.0,109,3,418.09999999999997,France,1,Loyal
12594.0,38,11,3320.2200000000003,Italy,1,Loyal
12596.0,51,2,618.27,Spain,1,Loyal
12597.0,19,5,3683.13,Spain,1,Loyal
12598.0,10,9,3002.68,France,1,Loyal
12599.0,29,7,1032.58,France,1,Loyal
12600.0,29,11,2581.04,Germany,1,Loyal
12601.0,190,6,569.5600000000001,Germany,2,Potential
12602.0,59,1,153.12,France,1,Loyal
12603.0,22,1,739.1999999999999,Germany,1,Loyal
12604.0,79,2,254.18,France,1,Loyal
12605.0,365,1,-7.5,Germany,2,Potential
12607.0,58,2,3.552713678800501e-15,USA,1,Loyal
12609.0,78,3,1126.85,Germany,1,Loyal
12610.0,23,7,2057.99,Italy,1,Loyal
12611.0,52,1,1193.32,Italy,1,Loyal
12612.0,58,2,643.59,Germany,1,Loyal
12613.0,31,6,3218.98,Germany,1,Loyal
12614.0,278,1,315.6,Germany,2,Potential
12615.0,2,4,2291.19,France,1,Loyal
12616.0,85,5,657.25,France,1,Loyal
12617.0,29,1,355.53,France,1,Loyal
12618.0,22,1,177.31,Italy,1,Loyal
12619.0,16,13,3214.81,Germany,1,Loyal
12620.0,15,3,1339.41,France,1,Loyal
12621.0,2,23,13612.07,Germany,0,Champions
12622.0,232,1,180.1,Germany,2,Potential
12623.0,276,1,305.1,Germany,2,Potential
12624.0,106,2,641.13,France,1,Loyal
12625.0,212,3,2614.32,Germany,2,Potential
12626.0,23,13,6388.35,Germany,1,Loyal
12627.0,11,7,4478.53,Germany,1,Loyal
12628.0,4,4,769.61,Germany,1,Loyal
12630.0,10,2,1270.88,Finland,1,Loyal
12631.0,57,1,640.5,Finland,1,Loyal
12633.0,59,5,2140.63,Germany,1,Loyal
12635.0,90,2,1689.18,Germany,1,Loyal
12637.0,67,10,5953.25,France,1,Loyal
12638.0,33,1,671.69,Sweden,1,Loyal
12639.0,239,1,486.1,Sweden,2,Potential
12640.0,24,3,1174.58,France,1,Loyal
12641.0,115,1,185.9,Sweden,1,Loyal
12642.0,25,3,1013.26,Germany,1,Loyal
12643.0,128,6,3344.64,France,1,Loyal
12644.0,130,1,477.91,Germany,1,Loyal
12645.0,34,5,1755.38,Germany,1,Loyal
12646.0,5,2,1346.97,USA,1,Loyal
12647.0,22,13,3669.92,Germany,1,Loyal
12648.0,155,1,318.05,Germany,2,Potential
12649.0,107,4,603.71,Germany,1,Loyal
12650.0,3,1,314.44,France,1,Loyal
12651.0,335,1,114.0,France,2,Potential
12652.0,322,2,914.53,France,2,Potential
12653.0,149,2,2209.85,Israel,2,Potential
12654.0,11,5,601.98,Germany,1,Loyal
12656.0,17,8,3982.72,France,1,Loyal
12657.0,11,5,1152.06,France,1,Loyal
12658.0,19,1,686.05,Germany,1,Loyal
12659.0,30,1,91.68,France,1,Loyal
12660.0,11,1,245.1,France,1,Loyal
12662.0,1,12,3817.08,Germany,1,Loyal
12664.0,8,10,4863.88,Finland,1,Loyal
12665.0,325,2,61.75,Germany,2,Potential
12666.0,359,1,-227.44,Israel,2,Potential
12667.0,58,1,620.13,Finland,1,Loyal
12668.0,7,6,3743.18,Germany,1,Loyal
12669.0,151,4,1607.73,France,2,Potential
12670.0,10,6,2986.15,France,1,Loyal
12672.0,330,1,225.89999999999998,France,2,Potential
12673.0,5,2,610.52,Germany,1,Loyal
12674.0,12,7,1919.31,France,1,Loyal
12676.0,25,6,1331.39,Sweden,1,Loyal
12678.0,42,13,17588.26,France,0,Champions
12679.0,52,9,1058.67,France,1,Loyal
12680.0,1,4,862.81,France,1,Loyal
12681.0,15,27,13677.59,France,0,Champions
12682.0,4,31,12288.22,France,0,Champions
12683.0,4,20,8221.09,France,0,Champions
12684.0,8,7,2283.63,France,1,Loyal
12685.0,28,6,2863.08,France,1,Loyal
12686.0,372,1,89.14,France,2,Potential
12688.0,114,1,4873.8099999999995,Israel,1,Loyal
12689.0,26,2,1247.61,France,1,Loyal
12690.0,206,1,389.01,France,2,Potential
12691.0,28,6,1035.8,France,1,Loyal
12693.0,121,6,830.96,Germany,1,Loyal
12694.0,70,2,869.67,France,1,Loyal
12695.0,7,4,582.1,France,1,Loyal
12697.0,21,5,939.02,Sweden,1,Loyal
12700.0,8,6,4867.99,France,1,Loyal
12701.0,80,2,797.71,Germany,1,Loyal
12702.0,20,1,219.0,Germany,1,Loyal
12703.0,64,2,274.7,Germany,1,Loyal
12704.0,7,10,2220.84,Finland,1,Loyal
12705.0,15,14,6814.24,Germany,1,Loyal
12707.0,292,1,603.42,France,2,Potential
12708.0,30,16,2616.32,Germany,1,Loyal
12709.0,3,26,9294.1,Germany,0,Champions
12710.0,97,4,1130.57,Germany,1,Loyal
12712.0,23,17,4241.63,Germany,1,Loyal
12713.0,1,1,848.55,Germany,1,Loyal
12714.0,9,5,4708.86,France,1,Loyal
12715.0,106,1,353.86,Sweden,1,Loyal
12716.0,4,2,1053.49,France,1,Loyal
12717.0,151,3,980.98,Greece,2,Potential
12718.0,71,1,238.25,France,1,Loyal
12719.0,5,3,608.1,France,1,Loyal
12720.0,3,29,5713.28,Germany,0,Champions
12721.0,32,7,2628.98,France,1,Loyal
12722.0,85,6,904.33,France,1,Loyal
12723.0,4,5,725.07,France,1,Loyal
12724.0,5,4,1031.41,France,1,Loyal
12725.0,371,1,427.8,Italy,2,Potential
12726.0,28,7,2609.1,France,1,Loyal
12727.0,11,9,3947.7,France,1,Loyal
12728.0,71,4,836.33,France,1,Loyal
12729.0,114,1,453.01,France,1,Loyal
12731.0,24,14,18793.41,France,0,Champions
12732.0,180,1,236.26000000000002,France,2,Potential
12733.0,234,1,383.95,USA,2,Potential
12734.0,353,1,110.39999999999999,France,2,Potential
12735.0,315,2,779.5699999999999,France,2,Potential
12736.0,333,1,234.0,France,2,Potential
12738.0,372,1,155.35,Germany,2,Potential
12739.0,78,2,1013.04,United Arab Emirates,1,Loyal
12740.0,64,1,427.6,France,1,Loyal
12743.0,134,2,546.43,Unspecified,1,Loyal
12744.0,52,10,9120.39,Singapore,1,Loyal
12747.0,2,11,4196.01,United Kingdom,1,Loyal
12748.0,1,224,29072.1,United Kingdom,3,At Risk
12749.0,4,8,3868.2,United Kingdom,1,Loyal
12750.0,129,1,275.88,Poland,1,Loyal
12752.0,81,1,4366.78,Norway,1,Loyal
12753.0,4,11,21024.01,Japan,0,Champions
12754.0,236,5,2949.12,Japan,2,Potential
12755.0,250,4,2203.2,Japan,2,Potential
12756.0,87,1,112.07999999999998,Japan,1,Loyal
12757.0,16,19,4227.7,Portugal,0,Champions
12758.0,117,2,2791.59,Portugal,1,Loyal
12759.0,52,3,1531.44,Netherlands,1,Loyal
12762.0,8,2,1898.52,Portugal,1,Loyal
12763.0,138,2,494.08,Japan,1,Loyal
12764.0,317,1,1693.88,Lebanon,2,Potential
12766.0,4,7,6989.63,Portugal,1,Loyal
12769.0,239,1,1143.6,Brazil,2,Potential
12770.0,211,1,1351.45,Japan,2,Potential
12772.0,60,1,892.47,Portugal,1,Loyal
12775.0,17,6,1351.24,Netherlands,1,Loyal
12778.0,20,7,804.23,Netherlands,1,Loyal
12779.0,21,12,3868.7,Poland,1,Loyal
12781.0,21,5,707.72,Czech Republic,1,Loyal
12782.0,5,6,2273.32,Portugal,1,Loyal
12783.0,2,8,1603.87,Portugal,1,Loyal
12784.0,9,2,574.42,Portugal,1,Loyal
12785.0,3,2,305.71,Portugal,1,Loyal
12787.0,10,3,463.66,Netherlands,1,Loyal
12789.0,65,1,91.85,Netherlands,1,Loyal
12790.0,192,1,324.92,Netherlands,2,Potential
12791.0,374,1,192.60000000000002,Netherlands,2,Potential
12792.0,257,1,400.53999999999996,Portugal,2,Potential
12793.0,335,2,545.48,Portugal,2,Potential
12794.0,53,2,860.41,Portugal,1,Loyal
12795.0,19,1,430.48,Portugal,1,Loyal
12797.0,360,3,194.18,Portugal,2,Potential
12798.0,10,3,6977.04,Japan,1,Loyal
12802.0,184,2,412.58,Netherlands,2,Potential
12808.0,37,3,483.65000000000003,Portugal,1,Loyal
12809.0,168,2,484.36,Portugal,2,Potential
12811.0,261,3,514.85,Portugal,2,Potential
12812.0,45,1,229.64000000000001,Japan,1,Loyal
12814.0,102,1,125.92,Poland,1,Loyal
12815.0,148,2,1063.46,Poland,2,Potential
12816.0,96,2,572.2,Poland,1,Loyal
12817.0,281,1,166.04,Austria,2,Potential
12818.0,178,2,1517.88,Austria,2,Potential
12820.0,3,4,942.34,United Kingdom,1,Loyal
12821.0,214,1,92.72,United Kingdom,2,Potential
12822.0,71,3,918.98,United Kingdom,1,Loyal
12823.0,75,5,1759.5,United Kingdom,1,Loyal
12824.0,60,1,397.12,United Kingdom,1,Loyal
12826.0,3,8,1468.1200000000001,United Kingdom,1,Loyal
12827.0,6,3,430.15000000000003,United Kingdom,1,Loyal
12828.0,3,6,1018.71,United Kingdom,1,Loyal
12829.0,322,3,253.05,United Kingdom,2,Potential
12830.0,38,7,6748.4,United Kingdom,1,Loyal
12831.0,262,1,215.05,United Kingdom,2,Potential
12832.0,32,2,383.03,United Kingdom,1,Loyal
12833.0,145,1,417.38,United Kingdom,2,Potential
12834.0,283,1,312.38,United Kingdom,2,Potential
12836.0,59,4,2612.86,United Kingdom,1,Loyal
12837.0,173,1,134.1,United Kingdom,2,Potential
12838.0,34,2,683.13,United Kingdom,1,Loyal
12839.0,3,16,5583.62,United Kingdom,1,Loyal
12840.0,144,6,2714.27,United Kingdom,1,Loyal
12841.0,5,26,3876.4,United Kingdom,0,Champions
12842.0,70,2,1118.99,United Kingdom,1,Loyal
12843.0,66,9,1680.76,United Kingdom,1,Loyal
12844.0,29,2,325.96000000000004,United Kingdom,1,Loyal
12845.0,267,4,354.09,United Kingdom,2,Potential
12847.0,22,1,871.54,United Kingdom,1,Loyal
12849.0,31,2,1050.8899999999999,United Kingdom,1,Loyal
12851.0,97,1,135.18,United Kingdom,1,Loyal
12852.0,290,2,299.75,United Kingdom,2,Potential
12853.0,108,9,1881.7,United Kingdom,1,Loyal
12854.0,79,5,1289.15,United Kingdom,1,Loyal
12855.0,373,1,38.1,United Kingdom,2,Potential
12856.0,8,8,2162.68,United Kingdom,1,Loyal
12857.0,211,2,1106.4,United Kingdom,2,Potential
12863.0,52,2,504.2,United Kingdom,1,Loyal
12864.0,138,1,147.12,United Kingdom,1,Loyal
12865.0,26,3,1548.07,Austria,1,Loyal
12866.0,283,1,559.12,Belgium,2,Potential
12867.0,26,10,3986.22,United Kingdom,1,Loyal
12868.0,186,6,1607.0600000000002,United Kingdom,2,Potential
12870.0,366,1,-14.899999999999999,United Kingdom,2,Potential
12871.0,84,2,380.64,United Kingdom,1,Loyal
12872.0,327,2,599.97,United Kingdom,2,Potential
12873.0,282,1,374.0,United Kingdom,2,Potential
12875.0,143,2,343.2300000000001,United Kingdom,1,Loyal
12876.0,58,2,2218.02,Belgium,1,Loyal
12877.0,4,12,1535.77,United Kingdom,1,Loyal
12878.0,18,3,841.64,United Kingdom,1,Loyal
12879.0,45,4,552.5699999999999,United Kingdom,1,Loyal
12881.0,276,1,298.0,United Kingdom,2,Potential
12882.0,9,2,1463.04,United Kingdom,1,Loyal
12883.0,25,4,703.47,United Kingdom,1,Loyal
12884.0,88,1,309.05,United Kingdom,1,Loyal
12885.0,63,4,1158.27,United Kingdom,1,Loyal
12886.0,68,3,1351.09,United Kingdom,1,Loyal
12888.0,214,4,313.77,United Kingdom,2,Potential
12890.0,24,1,380.46999999999997,United Kingdom,1,Loyal
12891.0,186,3,331.0,United Kingdom,2,Potential
12893.0,31,1,188.14,United Kingdom,1,Loyal
12895.0,42,3,347.3,United Kingdom,1,Loyal
12897.0,205,2,216.5,United Kingdom,2,Potential
12901.0,9,36,16293.1,United Kingdom,0,Champions
12902.0,265,1,138.68,United Kingdom,2,Potential
12904.0,18,2,509.58,United Kingdom,1,Loyal
12906.0,12,5,2919.81,United Kingdom,1,Loyal
12908.0,59,4,246.0,United Kingdom,1,Loyal
12909.0,40,8,2128.83,United Kingdom,1,Loyal
12910.0,23,8,3075.04,United Kingdom,1,Loyal
12912.0,3,5,1662.3,United Kingdom,1,Loyal
12913.0,5,5,2483.63,United Kingdom,1,Loyal
12915.0,149,2,363.65,United Kingdom,2,Potential
12916.0,139,5,2982.35,United Kingdom,1,Loyal
12917.0,128,1,594.0,United Kingdom,1,Loyal
12919.0,8,8,1301.44,United Kingdom,1,Loyal
12920.0,17,1,164.23,United Kingdom,1,Loyal
12921.0,4,50,16389.74,United Kingdom,0,Champions
12922.0,161,1,405.38,United Kingdom,2,Potential
12923.0,64,1,176.97,United Kingdom,1,Loyal
12924.0,88,5,929.95,United Kingdom,1,Loyal
12925.0,5,2,694.05,United Kingdom,1,Loyal
12928.0,35,5,2062.7000000000003,United Kingdom,1,Loyal
12929.0,122,2,105.1,United Kingdom,1,Loyal
12930.0,78,4,409.9,United Kingdom,1,Loyal
12931.0,22,20,33462.81,United Kingdom,0,Champions
12933.0,24,4,606.28,United Kingdom,1,Loyal
12935.0,2,8,2156.45,United Kingdom,1,Loyal
12936.0,17,5,1012.9,United Kingdom,1,Loyal
12937.0,15,4,1504.27,United Kingdom,1,Loyal
12938.0,26,1,114.14,United Kingdom,1,Loyal
12939.0,64,8,11581.8,United Kingdom,1,Loyal
12940.0,46,4,876.29,United Kingdom,1,Loyal
12942.0,131,3,683.9,United Kingdom,1,Loyal
12943.0,301,1,-3.75,United Kingdom,2,Potential
12944.0,36,2,604.51,United Kingdom,1,Loyal
12945.0,288,1,462.95,United Kingdom,2,Potential
12947.0,144,11,1407.29,United Kingdom,1,Loyal
12948.0,16,8,2053.7,United Kingdom,1,Loyal
12949.0,31,10,4143.02,United Kingdom,1,Loyal
12950.0,2,3,1843.0,United Kingdom,1,Loyal
12951.0,9,8,1042.07,United Kingdom,1,Loyal
12952.0,6,5,1382.8400000000001,United Kingdom,1,Loyal
12953.0,10,1,329.85,United Kingdom,1,Loyal
12955.0,1,14,4734.26,United Kingdom,1,Loyal
12956.0,306,1,108.07,United Kingdom,2,Potential
12957.0,4,12,3979.04,United Kingdom,1,Loyal
12962.0,7,2,266.39,United Kingdom,1,Loyal
12963.0,8,9,1841.03,United Kingdom,1,Loyal
12965.0,89,1,771.91,United Kingdom,1,Loyal
12966.0,10,1,160.18,United Kingdom,1,Loyal
12967.0,3,4,1194.75,United Kingdom,1,Loyal
12968.0,112,1,135.95,United Kingdom,1,Loyal
12970.0,7,4,452.24,United Kingdom,1,Loyal
12971.0,4,89,10930.26,United Kingdom,0,Champions
12974.0,198,1,144.8,United Kingdom,2,Potential
12976.0,212,1,738.6,United Kingdom,2,Potential
12977.0,156,1,39.239999999999995,United Kingdom,2,Potential
12980.0,156,12,7092.06,United Kingdom,1,Loyal
12981.0,30,2,372.21999999999997,United Kingdom,1,Loyal
12982.0,240,2,377.2,United Kingdom,2,Potential
12984.0,19,1,97.5,United Kingdom,1,Loyal
12985.0,1,3,1215.6200000000001,United Kingdom,1,Loyal
12987.0,74,3,545.0,United Kingdom,1,Loyal
12988.0,292,1,535.32,United Kingdom,2,Potential
12989.0,3,19,6854.51,United Kingdom,0,Champions
12990.0,31,3,409.5,United Kingdom,1,Loyal
12991.0,23,2,503.76,United Kingdom,1,Loyal
12993.0,23,4,414.76,United Kingdom,1,Loyal
12994.0,4,5,902.22,United Kingdom,1,Loyal
12995.0,78,2,200.72,United Kingdom,1,Loyal
12997.0,22,7,1197.94,United Kingdom,1,Loyal
12999.0,196,3,455.88,United Kingdom,2,Potential
13000.0,107,3,534.85,United Kingdom,1,Loyal
13001.0,4,15,9797.92,United Kingdom,0,Champions
13002.0,318,1,120.94999999999999,United Kingdom,2,Potential
13003.0,106,3,149.05,United Kingdom,1,Loyal
13004.0,12,22,5613.43,United Kingdom,0,Champions
13005.0,174,3,468.95,United Kingdom,2,Potential
13006.0,56,1,81.57,United Kingdom,1,Loyal
13008.0,323,2,178.46999999999997,United Kingdom,2,Potential
13011.0,372,1,50.550000000000004,United Kingdom,2,Potential
13012.0,9,11,1311.6200000000001,United Kingdom,1,Loyal
13013.0,1,15,4786.99,United Kingdom,1,Loyal
13014.0,3,16,3365.43,United Kingdom,1,Loyal
13015.0,53,5,3346.28,United Kingdom,1,Loyal
13016.0,73,3,789.89,United Kingdom,1,Loyal
13017.0,7,1,204.0,United Kingdom,1,Loyal
13018.0,16,29,7272.75,United Kingdom,0,Champions
13021.0,4,12,2584.4,United Kingdom,1,Loyal
13023.0,64,2,689.9,United Kingdom,1,Loyal
13026.0,1,8,936.15,United Kingdom,1,Loyal
13027.0,114,6,6912.0,United Kingdom,1,Loyal
13028.0,23,3,659.68,United Kingdom,1,Loyal
13029.0,31,3,1247.5,United Kingdom,1,Loyal
13030.0,11,2,799.48,United Kingdom,1,Loyal
13032.0,39,3,996.52,United Kingdom,1,Loyal
13033.0,357,1,190.55,United Kingdom,2,Potential
13034.0,55,2,642.77,United Kingdom,1,Loyal
13035.0,58,3,886.63,United Kingdom,1,Loyal
13037.0,138,3,881.07,United Kingdom,1,Loyal
13038.0,80,3,908.46,United Kingdom,1,Loyal
13040.0,9,2,676.99,United Kingdom,1,Loyal
13043.0,254,2,471.57,United Kingdom,2,Potential
13044.0,291,1,560.47,United Kingdom,2,Potential
